"X1";"X292";"X38";"X34";"X16";"X5";"X30";"X39";"X48";"X49";"X57";"X7";"X46";"X17";"X13";"X61";"X42";"X26";"X33";"X22";"X20";"X59";"X21";"X36";"X11";"X19";"X53";"X64";"X58";"X31";"X50";"X4";"X45";"X52";"X9";"X25";"X62";"X1.1";"X41";"X14";"X37";"X8";"X3";"X43";"X27";"X6";"X54";"X29";"X12";"X28";"X55";"X24";"X32";"X44";"X51";"X60";"X40";"X23";"X35";"X2";"X15";"X63";"X18";"X56";"X10";"X47"
56;246;6;43;21;27;59;30;57;39;26;7;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;62;31;38;51;20;2;3;52;15;48;36;13;42;55;63;10;47;33;12;34;64;17;54;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;7;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;48;36;13;42;55;63;10;47;33;62;34;64;17;54;23;60;41;32;61;4;1;56;242
56;242;6;43;21;27;59;30;57;39;26;7;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;48;36;13;42;55;63;10;47;33;62;34;64;17;54;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;7;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;48;36;13;42;55;63;10;54;33;62;34;64;17;47;23;60;41;32;61;4;1;56;242
56;242;6;43;21;27;59;30;57;39;26;7;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;48;36;13;42;55;63;10;54;33;62;34;64;17;47;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;48;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;7;36;13;42;55;63;10;54;33;62;34;64;17;47;23;60;41;32;61;4;1;56;242
56;242;6;43;21;27;59;30;57;39;26;48;58;19;24;37;14;44;35;28;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;7;36;13;42;55;63;10;54;33;62;34;64;17;47;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;48;58;19;24;37;14;44;35;34;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;7;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1;56;242
56;242;6;43;21;27;59;30;57;39;26;48;58;19;24;37;14;44;35;34;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;7;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;48;58;19;24;7;14;44;35;34;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1;56;242
56;242;6;43;21;27;59;30;57;39;26;48;58;19;24;7;14;44;35;34;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;50;58;19;24;7;14;44;35;34;46;56;29;22;49;8;9;11;25;48;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1;56;258
56;242;6;43;21;27;59;30;57;39;26;48;58;19;24;7;14;44;35;34;46;56;29;22;49;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;20;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1
6;43;21;27;59;30;57;39;26;48;58;19;24;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1;56;236
56;236;6;43;21;27;59;30;57;39;26;48;58;19;24;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1
6;43;21;27;58;30;57;39;26;48;59;19;24;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1;56;240
56;240;6;43;21;27;58;30;57;39;26;48;59;19;24;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;3;52;15;37;36;13;42;55;63;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1
6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;3;52;15;37;36;13;42;55;24;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1;56;240
56;240;6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;3;52;15;37;36;13;42;55;24;10;54;33;62;28;64;17;47;23;60;41;32;61;4;1
6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;24;10;54;33;62;28;64;17;47;23;60;41;32;61;4;3;56;240
56;240;6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;24;10;54;33;62;28;64;17;47;23;60;41;32;61;4;3
6;43;21;27;58;30;57;39;26;48;59;19;63;7;4;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;24;10;54;33;62;28;64;17;47;23;60;41;32;61;14;3;56;250
56;240;6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;24;10;54;33;62;28;64;17;47;23;60;41;32;61;4;3
6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;24;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3;56;240
56;240;6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;35;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;24;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3
6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3;56;240
56;240;6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;29;22;20;8;9;11;25;50;5;53;45;40;16;18;12;31;38;51;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3
6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;29;22;20;8;9;11;25;50;51;53;45;40;16;18;12;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3;56;240
56;240;6;43;21;27;58;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;29;22;20;8;9;11;25;50;51;53;45;40;16;18;12;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3
6;43;21;29;58;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;50;51;53;45;40;16;18;12;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3;56;240
56;240;6;43;21;29;58;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;50;51;53;45;40;16;18;12;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3
6;43;21;29;50;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;40;16;18;12;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3;56;244
56;244;6;43;21;29;50;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;40;16;18;12;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;23;60;41;33;61;4;3
6;43;21;29;50;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;40;16;18;23;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;12;60;41;33;61;4;3;56;248
56;248;6;43;21;29;50;30;57;39;26;48;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;40;16;18;23;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;12;60;41;33;61;4;3
6;43;21;29;50;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;48;16;18;23;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;12;60;41;33;61;4;3;56;246
56;246;6;43;21;29;50;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;48;16;18;23;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;28;64;17;47;12;60;41;33;61;4;3
6;43;21;29;50;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;61;4;3;56;244
57;244;6;43;21;29;50;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;31;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;61;4;3
6;43;21;29;31;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;61;4;3;57;244
57;244;6;43;21;29;31;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;61;4;3
6;43;21;29;31;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;32;36;13;42;55;35;10;54;37;62;48;64;17;47;12;60;41;33;61;4;3;57;248
57;244;6;43;21;29;31;30;57;39;26;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;61;4;3
6;43;21;29;31;30;57;39;61;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;3;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;11;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;3
6;43;21;29;31;30;57;39;61;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;19;63;7;14;44;24;34;46;56;27;22;20;8;9;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;19;9;7;14;44;24;34;46;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;19;9;7;14;44;24;34;46;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;37;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;19;9;7;14;44;24;34;37;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;46;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;19;9;7;14;44;24;34;37;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;46;36;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;46;19;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;46;19;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;25;24;34;37;56;27;22;20;8;63;3;44;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;46;19;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;252
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;63;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;52;15;46;19;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;52;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;63;15;46;19;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;52;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;63;15;46;19;13;42;55;35;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;3;56;27;22;20;8;35;37;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11;57;260
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;1;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;41;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;41;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;1;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;3;25;58;51;53;45;28;16;18;23;50;38;5;49;2;41;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;1;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;1;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;1;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;1;33;35;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;13;42;55;52;10;54;32;62;48;64;17;47;12;60;1;33;35;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;17;47;12;60;1;33;35;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;17;47;12;60;1;33;35;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;58;56;27;22;20;8;26;50;25;37;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;17;47;12;60;1;33;35;4;11;57;268
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;50;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;17;47;12;60;1;33;35;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;35;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;26;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;35;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;26;4;11;57;244
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;26;4;11
6;43;21;29;31;30;57;39;61;18;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;40;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;26;4;11;57;268
57;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;41;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;26;4;11
6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;41;4;11;57;244
58;244;6;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;32;62;48;64;50;47;12;60;1;33;41;4;11
32;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;6;62;48;64;50;47;12;60;1;33;41;4;11;58;244
58;244;32;43;21;29;31;30;57;39;61;40;59;36;9;7;14;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;6;62;48;64;50;47;12;60;1;33;41;4;11
32;43;21;29;31;30;57;39;61;40;59;36;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;6;62;48;64;50;14;12;60;1;33;41;4;11;58;230
58;230;32;43;21;29;31;30;57;39;61;40;59;36;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;6;62;48;64;50;14;12;60;1;33;41;4;11
32;43;21;29;31;30;57;39;61;40;59;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11;58;230
58;230;32;43;21;29;31;30;57;39;61;40;59;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11
32;43;21;29;31;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11;58;230
58;230;32;43;21;29;31;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;16;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11
32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;31;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11;58;226
58;226;32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;31;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;52;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11
32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;52;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11;58;230
58;230;32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;52;18;23;3;38;5;49;2;26;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;12;60;1;33;41;4;11
32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;52;18;23;3;38;5;49;2;4;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;12;60;1;33;41;26;11;58;230
58;230;32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;8;35;17;25;58;51;53;45;28;52;18;23;3;38;5;49;2;4;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;12;60;1;33;41;26;11
32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;3;38;5;49;2;4;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11;58;230
58;230;32;43;21;29;16;30;57;59;61;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;3;38;5;49;2;4;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11
32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11;58;230
58;230;32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;15;46;19;55;42;13;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11
32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11;58;230
58;230;32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11
32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;2;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;24;4;63;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11;58;242
58;230;32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11
32;39;21;29;16;30;57;59;3;40;43;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11;58;250
58;230;32;43;21;29;16;30;57;59;3;40;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;63;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11
32;43;21;29;16;30;57;59;3;63;39;6;9;7;47;44;24;34;37;56;27;22;20;12;35;17;25;58;51;53;45;28;52;18;23;61;38;5;49;2;4;40;13;46;19;55;42;15;31;10;54;36;62;48;64;50;14;8;60;1;33;41;26;11;58;230
