"X1";"X282";"X35";"X5";"X10";"X20";"X52";"X57";"X25";"X59";"X41";"X53";"X22";"X34";"X30";"X40";"X49";"X50";"X9";"X3";"X33";"X23";"X12";"X58";"X37";"X7";"X27";"X51";"X47";"X61";"X60";"X1.1";"X38";"X31";"X16";"X62";"X32";"X48";"X8";"X21";"X2";"X24";"X54";"X43";"X45";"X36";"X39";"X55";"X46";"X64";"X13";"X26";"X6";"X17";"X44";"X4";"X11";"X14";"X15";"X19";"X42";"X56";"X18";"X63";"X29";"X28"
55;244;2;41;5;64;49;58;6;28;57;54;35;20;55;27;31;18;17;3;32;56;40;61;12;21;4;63;39;16;50;37;25;45;22;24;11;38;10;51;47;53;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;60;7;52
2;41;5;64;49;58;6;28;63;54;35;20;55;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;53;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;60;7;52;55;244
55;244;2;41;5;64;49;58;6;28;63;54;35;20;55;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;53;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;60;7;52
60;41;5;64;49;58;6;28;63;54;35;20;55;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;53;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;2;7;52;55;244
55;244;60;41;5;64;49;58;6;28;63;54;35;20;55;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;53;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;2;7;52
60;41;5;64;49;58;6;28;63;54;35;53;55;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;20;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;2;7;52;55;244
55;244;60;41;5;64;49;58;6;28;63;54;35;53;55;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;20;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;2;7;52
60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;20;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;2;7;55;55;244
55;244;60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;51;47;20;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;14;8;19;9;2;7;55
60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;14;47;20;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;51;8;19;9;2;7;55;55;244
55;244;60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;56;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;14;47;20;43;26;34;46;59;30;36;48;44;42;29;15;1;62;23;33;13;51;8;19;9;2;7;55
60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;14;47;20;43;26;34;46;59;30;56;48;44;42;29;15;1;62;23;33;13;51;8;19;9;2;7;55;55;252
55;252;60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;14;47;20;43;26;34;46;59;30;56;48;44;42;29;15;1;62;23;33;13;51;8;19;9;2;7;55
60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;14;47;20;43;26;34;46;59;30;56;48;44;42;29;55;1;62;23;33;13;51;8;19;9;2;7;15;55;252
56;252;60;41;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;45;22;24;11;38;10;14;47;20;43;26;34;46;59;30;56;48;44;42;29;55;1;62;23;33;13;51;8;19;9;2;7;15
60;45;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;14;47;20;43;26;34;46;59;30;56;48;44;42;29;55;1;62;23;33;13;51;8;19;9;2;7;15;56;254
56;254;60;45;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;14;47;20;43;26;34;46;59;30;56;48;44;42;29;55;1;62;23;33;13;51;8;19;9;2;7;15
60;45;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;14;47;20;43;26;34;46;51;30;56;48;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15;56;254
56;254;60;45;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;14;47;20;43;26;34;46;51;30;56;48;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;34;46;51;30;56;48;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15;56;254
56;254;60;14;5;64;49;58;6;28;63;54;35;53;52;27;31;18;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;34;46;51;30;56;48;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;35;53;52;27;31;48;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;34;46;51;30;56;18;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15;56;254
56;254;60;14;5;64;49;58;6;28;63;54;35;53;52;27;31;48;17;3;32;36;40;61;12;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;34;46;51;30;56;18;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;35;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;34;46;51;30;56;18;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15;56;226
56;226;60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;35;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;34;46;51;30;56;18;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;18;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15;56;226
56;226;60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;18;44;42;29;55;1;62;23;33;13;59;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;18;44;42;29;55;1;62;23;33;59;13;8;19;9;2;7;15;56;226
56;226;60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;18;44;42;29;55;1;62;23;33;59;13;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;18;33;42;29;55;1;62;23;44;59;13;8;19;9;2;7;15;56;226
56;226;60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;18;33;42;29;55;1;62;23;44;59;13;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;33;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15;56;226
56;226;60;14;5;64;49;58;6;28;63;54;12;53;52;27;31;48;17;3;32;36;40;61;34;21;4;57;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;33;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;33;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15;56;226
56;226;60;14;5;64;49;58;6;28;63;54;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;33;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;54;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;47;11;38;10;45;24;20;43;26;35;46;51;30;56;59;33;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15;56;238
56;226;60;14;5;64;49;58;6;28;63;54;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;33;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;33;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15;56;242
56;242;60;14;5;64;49;58;6;28;63;33;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;26;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;13;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;33;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;13;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;26;8;19;9;2;7;15;56;242
56;242;60;14;5;64;49;58;6;28;63;33;12;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;13;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;26;8;19;9;2;7;15
60;14;5;64;49;58;6;28;63;33;15;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;13;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;250
56;250;60;14;5;64;49;58;6;28;63;33;15;57;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;13;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;57;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;250
56;250;60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;39;16;50;37;25;41;22;24;11;38;10;45;47;20;43;57;35;46;51;30;56;59;54;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;54;16;50;37;25;41;22;24;11;38;10;45;47;20;43;57;35;46;51;30;56;59;39;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;270
56;270;60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;54;16;50;37;25;41;22;24;11;38;10;45;47;20;43;57;35;46;51;30;56;59;39;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;46;51;30;56;59;38;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;270
56;270;60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;46;51;30;56;59;38;42;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;59;38;46;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;266
56;266;60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;34;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;59;38;46;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;59;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;38;46;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;266
56;266;60;14;5;64;49;58;6;28;63;33;15;13;52;27;31;48;17;3;32;36;40;61;59;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;38;46;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;13;52;27;31;48;17;3;32;36;28;61;59;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;38;46;29;55;1;62;23;44;18;26;8;19;9;2;7;12;56;294
57;294;60;14;5;64;49;58;6;40;63;33;15;13;52;27;31;48;17;3;32;36;28;61;59;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;38;46;29;55;1;62;23;44;18;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;13;52;27;31;48;17;3;32;36;28;61;59;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;23;44;38;26;8;19;9;2;7;12;57;294
57;294;60;14;5;64;49;58;6;40;63;33;15;13;52;27;31;48;17;3;32;36;28;61;59;21;4;53;54;16;50;37;25;41;22;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;23;44;38;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;13;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;37;25;41;28;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;23;44;38;26;8;19;9;2;7;12;57;288
57;288;60;14;5;64;49;58;6;40;63;33;15;13;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;37;25;41;28;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;23;44;38;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;23;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;37;25;41;28;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;13;44;38;26;8;19;9;2;7;12;57;288
57;288;60;14;5;64;49;58;6;40;63;33;15;23;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;37;25;41;28;24;11;39;10;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;13;44;38;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;23;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;37;25;41;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;13;44;38;26;8;19;9;2;7;12;57;284
57;284;60;14;5;64;49;58;6;40;63;33;15;23;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;37;25;41;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;46;29;55;1;62;13;44;38;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;23;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;41;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;46;29;37;1;62;13;44;38;26;8;19;9;2;7;12;57;288
57;288;60;14;5;64;49;58;6;40;63;33;15;23;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;41;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;46;29;37;1;62;13;44;38;26;8;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;41;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;46;29;37;1;62;13;44;38;26;23;19;9;2;7;12;57;288
57;288;60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;41;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;46;29;37;1;62;13;44;38;26;23;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;46;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;41;29;37;1;62;13;44;38;26;23;19;9;2;7;12;57;284
57;284;60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;46;10;24;11;39;28;45;47;20;43;57;35;42;51;30;56;34;18;41;29;37;1;62;13;44;38;26;23;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;38;26;23;19;9;2;7;12;57;284
57;284;60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;38;26;23;19;9;2;7;12
60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12;57;284
57;284;60;14;5;64;49;58;6;40;63;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;16;50;55;25;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12
60;14;5;64;49;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;55;25;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12;57;280
57;280;60;14;5;64;49;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;55;25;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12
60;25;5;64;49;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;55;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12;57;280
57;280;60;25;5;64;49;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;55;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12
60;25;5;55;49;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12;57;280
57;280;60;25;5;55;49;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;7;12
60;25;5;55;7;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;49;12;57;280
57;280;60;25;5;55;7;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;53;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;38;2;49;12
60;25;5;55;7;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;53;2;49;12;57;280
57;280;60;25;5;55;7;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;44;9;26;23;19;53;2;49;12
60;25;5;55;7;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12;57;280
57;280;60;25;5;55;7;58;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;11;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12
60;25;5;55;7;11;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12;57;272
57;272;60;25;5;55;7;11;6;40;16;33;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;43;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12
60;25;5;55;7;11;6;40;16;43;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12;57;252
57;252;60;25;5;55;7;11;6;40;16;43;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12
60;25;5;55;7;11;6;40;16;43;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;24;50;64;14;46;10;63;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12;57;256
57;252;60;25;5;55;7;11;6;40;16;43;15;8;52;27;31;48;17;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12
60;25;17;55;7;11;6;40;16;43;15;8;52;27;31;48;5;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12;57;252
57;252;60;25;17;55;7;11;6;40;16;43;15;8;52;27;31;48;5;3;32;36;22;61;59;21;4;38;54;63;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;49;12
60;25;17;55;7;11;6;40;16;43;15;8;52;27;31;48;5;3;32;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12;57;260
58;260;60;25;17;55;7;11;6;40;16;43;15;8;52;27;31;48;5;3;32;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12
60;25;17;55;7;11;6;40;16;43;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12;58;268
58;268;60;25;17;55;7;11;6;40;16;43;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12
60;25;17;11;7;55;6;40;16;43;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12;58;280
58;268;60;25;17;55;7;11;6;40;16;43;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12
60;25;17;55;7;11;6;40;16;58;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;43;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12;58;286
58;268;60;25;17;55;7;11;6;40;16;43;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12
60;25;17;55;7;11;6;40;16;43;15;32;52;27;42;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;31;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12;58;274
58;268;60;25;17;55;7;11;6;40;16;43;15;32;52;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;47;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12
60;25;17;55;7;11;6;40;16;43;15;32;47;27;31;48;5;3;8;36;22;61;59;21;4;38;54;49;50;64;14;46;10;24;58;39;28;45;52;18;33;57;35;42;51;30;56;34;20;41;29;37;1;62;13;9;44;26;23;19;53;2;63;12;58;256
