"X1";"X27956";"X7";"X21";"X9";"X20";"X32";"X24";"X22";"X14";"X1.1";"X8";"X31";"X13";"X17";"X5";"X2";"X30";"X12";"X4";"X19";"X3";"X25";"X26";"X16";"X18";"X29";"X11";"X6";"X15";"X23";"X27";"X10";"X28"
121;21750;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;8;4;17
27;26;14;23;21;11;20;24;31;12;28;15;8;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;32;4;17;121;22950
121;21750;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;8;4;17
27;26;14;23;21;11;20;24;31;19;28;15;32;30;3;25;12;18;1;29;7;22;6;9;13;10;2;16;5;8;4;17;121;22468
122;21750;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;8;4;17
27;8;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;26;4;17;122;22580
122;21750;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;8;4;17
27;17;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;8;4;26;122;22530
122;21750;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;22;6;9;13;10;2;16;5;8;4;17
27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;10;6;9;13;22;2;16;5;8;4;17;122;21684
122;21684;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;10;6;9;13;22;2;16;5;8;4;17
27;26;14;23;21;11;20;24;31;12;28;15;32;30;4;25;19;18;1;29;7;10;6;9;13;22;2;16;5;8;3;17;122;22024
122;21684;27;26;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;10;6;9;13;22;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;10;6;9;13;26;2;16;5;8;4;17;122;21664
122;21664;27;22;14;23;21;11;20;24;31;12;28;15;32;30;3;25;19;18;1;29;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17;122;21584
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;17;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;32;122;22744
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;29;21;11;20;24;31;12;28;15;32;23;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17;122;22424
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;32;29;26;25;19;18;1;30;7;10;6;9;13;3;2;16;5;8;4;17;122;22338
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;4;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;28;17;122;22828
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;10;1;30;7;18;6;9;13;26;2;16;5;8;4;17;122;21784
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;20;11;21;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17;122;22264
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;25;29;3;32;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17;122;22384
122;21584;27;22;14;23;21;11;20;24;31;12;28;15;32;29;3;25;19;18;1;30;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17;122;21824
122;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;13;25;19;18;1;32;7;10;6;9;3;26;2;16;5;8;4;17;122;21964
122;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;6;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;22;9;13;26;2;16;5;8;4;17;122;22836
122;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;16;6;9;13;26;2;10;5;8;4;17;122;22324
122;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;18;19;1;32;7;10;6;9;13;26;2;16;5;8;4;17;122;22204
122;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;18;12;28;15;30;29;3;25;19;31;1;32;7;10;6;9;13;26;2;16;5;8;4;17;122;22264
122;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;12;20;24;31;11;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17;122;22424
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;5;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;31;8;4;17;123;23700
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
20;22;14;23;21;11;27;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17;123;22084
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;4;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;15;17;123;22464
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;17;8;4;5;123;22590
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;5;13;26;2;16;9;8;4;17;123;22004
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;8;10;6;9;13;26;2;16;5;7;4;17;123;21884
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;17;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;31;123;22404
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;22;14;23;21;11;20;24;31;12;28;15;19;29;3;25;30;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17;123;22384
123;21824;27;22;14;23;21;11;20;24;31;12;28;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17;123;21844
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;25;23;21;11;20;24;31;12;22;15;30;29;3;14;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17;123;22730
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
7;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;27;10;6;9;13;26;2;16;5;8;4;17;123;22834
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;6;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;28;9;13;26;2;16;5;8;4;17;123;22776
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;5;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;28;8;4;17;123;23228
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;32;20;24;31;12;22;15;30;29;3;25;19;18;1;11;7;10;6;9;13;26;2;16;5;8;4;17;123;22634
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;7;32;1;10;6;9;13;26;2;16;5;8;4;17;123;22344
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;10;18;1;32;7;19;6;9;13;26;2;16;5;8;4;17;123;22298
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;18;3;25;19;29;1;32;7;10;6;9;13;26;2;16;5;8;4;17;123;22244
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;17;5;8;4;16;123;22336
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;17;5;8;4;16;123;22336
123;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;10;7;32;6;9;13;26;2;16;5;8;4;17;123;22202
124;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;1;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;14;32;7;10;6;9;13;26;2;16;5;8;4;17;124;22444
124;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;17;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;25;124;22324
124;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;2;9;13;26;6;16;5;8;4;17;124;22264
124;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;2;26;16;5;8;4;17;124;22668
124;21844;27;28;14;23;21;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;26;2;16;5;8;4;17
27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17;124;21764
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;28;14;2;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;23;16;5;8;4;17;124;22594
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;28;14;23;26;11;20;24;31;12;22;15;30;29;2;25;19;18;1;32;7;10;6;9;13;21;3;16;5;8;4;17;124;21864
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;28;14;23;26;11;10;24;31;12;22;15;30;29;3;25;19;18;1;32;7;20;6;9;13;21;2;16;5;8;4;17;124;22644
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;28;14;23;26;11;20;29;31;12;22;15;30;24;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17;124;22644
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;28;14;23;26;11;20;24;31;12;22;15;4;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;30;17;124;23088
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
2;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;27;16;5;8;4;17;124;23276
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;8;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;28;4;17;124;22238
124;21764;27;28;14;23;26;11;20;24;31;12;22;15;30;29;3;25;19;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;19;14;23;26;11;20;24;31;12;22;15;30;29;3;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17;124;21744
124;21744;27;19;14;23;26;11;20;24;31;12;22;15;30;29;3;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;19;14;23;26;9;20;24;31;12;22;15;30;29;3;25;28;18;1;32;7;10;6;11;13;21;2;16;5;8;4;17;124;22264
124;21744;27;19;14;23;26;11;20;24;31;12;22;15;30;29;3;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;19;14;15;26;11;20;24;31;12;22;23;30;29;3;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17;124;22322
124;21744;27;19;14;23;26;11;20;24;31;12;22;15;30;29;3;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;17
27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3;124;21794
124;21794;27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
27;19;14;23;26;11;20;24;31;12;7;15;30;29;17;25;28;18;1;32;22;10;6;9;13;21;2;16;5;8;4;3;124;22332
124;21794;27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
27;19;14;23;26;11;20;24;22;12;31;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3;124;21974
124;21794;27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
27;19;14;23;26;11;20;24;31;12;22;13;30;29;17;25;28;18;1;32;7;10;6;9;15;21;2;16;5;8;4;3;124;22394
124;21794;27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
27;19;14;10;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;23;6;9;13;21;2;16;5;8;4;3;124;22294
125;21794;27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
27;19;14;23;26;11;20;24;31;12;22;15;30;2;17;25;28;18;1;32;7;10;6;9;13;21;29;16;5;8;4;3;125;22230
125;21794;27;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;28;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3;125;21674
125;21674;28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
28;19;14;23;26;11;22;24;31;12;20;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3;125;22134
125;21674;28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
28;29;14;23;26;11;20;24;31;12;22;15;30;19;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3;125;22014
125;21674;28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;8;5;16;4;3;125;21914
125;21674;28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;2;6;9;13;21;10;16;5;8;4;3;125;22234
125;21674;28;19;14;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;6;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3;125;21554
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;9;7;10;14;32;13;21;2;16;5;8;4;3;125;22638
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;22;15;7;29;17;25;27;18;1;32;30;10;14;9;13;21;2;16;5;8;4;3;125;22812
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;9;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;19;13;21;2;16;5;8;4;3;125;22772
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;19;6;18;26;11;20;24;31;12;22;15;30;29;17;25;27;23;1;32;7;10;14;9;13;21;2;16;5;8;4;3;125;21954
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;10;24;31;12;22;15;30;29;17;25;27;18;1;32;7;20;14;9;13;21;2;16;5;8;4;3;125;22250
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;3;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;22;125;22598
125;21554;28;19;6;23;26;11;20;24;31;12;22;15;30;29;17;25;27;18;1;32;7;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;125;21486
125;21486;28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;3;18;1;32;17;10;14;9;13;21;2;16;5;8;4;27;125;23110
125;21486;28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;20;11;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;125;22578
125;21486;28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;31;20;24;11;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;125;22030
125;21486;28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;13;27;18;1;32;17;10;14;9;25;21;2;16;5;8;4;3;125;22846
125;21486;28;19;6;23;26;11;20;24;31;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;125;21566
125;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;30;10;7;25;27;18;1;32;17;29;14;9;13;21;2;16;5;8;4;3;125;22344
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;13;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;20;21;2;16;5;8;4;3;126;23380
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;2;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;19;16;5;8;4;3;126;22172
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;2;21;16;5;8;4;3;126;21990
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;22;12;28;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;126;22066
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;8;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;30;4;3;126;22318
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;16;21;2;13;5;8;4;3;126;22166
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
4;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;31;3;126;22874
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;32;20;24;28;12;22;15;30;29;7;25;27;18;1;11;17;10;14;9;13;21;2;16;5;8;4;3;126;22356
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
2;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;31;16;5;8;4;3;126;22650
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;4;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;30;3;126;22982
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;2;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;11;16;5;8;4;3;126;22346
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;2;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;11;16;5;8;4;3;126;22346
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;12;26;11;20;24;28;23;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;126;22850
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;14;18;1;32;17;10;27;9;13;21;2;16;5;8;4;3;126;23248
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;17;22;15;30;29;7;25;27;18;1;32;12;10;14;9;13;21;2;16;5;8;4;3;126;22162
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;11;6;23;26;19;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;126;22054
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;28;24;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3;126;21626
126;21566;31;19;6;23;26;11;20;24;28;12;22;15;30;29;7;25;27;18;1;32;17;10;14;9;13;21;2;16;5;8;4;3
31;19;6;23;26;11;20;24;28;12;22;15;14;29;7;25;27;18;1;32;17;10;30;9;13;21;2;16;5;8;4;3;126;22532
