"X1";"X27558";"X13";"X2";"X28";"X12";"X21";"X19";"X8";"X3";"X29";"X9";"X20";"X15";"X25";"X5";"X26";"X22";"X10";"X16";"X32";"X27";"X14";"X11";"X31";"X23";"X17";"X24";"X1.1";"X4";"X30";"X6";"X18";"X7"
23;7;26;22;25;30;31;6;11;8;19;10;3;5;13;27;24;17;20;15;14;2;12;28;21;29;18;1;16;32;4;9;111;22524
111;21124;23;31;26;22;25;30;7;6;11;8;19;10;3;5;13;27;24;17;20;15;14;2;12;28;21;29;18;1;16;32;4;9
23;31;26;22;25;30;7;4;11;8;19;10;3;5;13;27;24;17;20;15;14;2;12;28;21;29;18;1;16;32;6;9;111;21724
111;21124;23;31;26;22;25;30;7;6;11;8;19;10;3;5;13;27;24;17;20;15;14;2;12;28;21;29;18;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;3;10;5;13;27;24;17;20;15;14;2;12;28;21;29;18;1;16;32;4;9;111;21444
111;21124;23;31;26;22;25;30;7;6;11;8;19;10;3;5;13;27;24;17;20;15;14;2;12;28;21;29;18;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;111;21136
111;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;1;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;26;16;32;4;9;111;23254
111;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;1;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;30;16;32;4;9;111;23114
111;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;29;3;18;13;27;24;17;20;15;14;2;12;28;21;10;5;1;16;32;4;9;111;22808
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;7;30;25;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;22896
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;2;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;25;12;28;21;29;5;1;16;32;4;9;112;21732
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
29;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;23;5;1;16;32;4;9;112;21976
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;18;26;22;25;30;7;6;11;8;19;10;3;31;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;21856
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;17;13;27;24;18;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;21276
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;9;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;25;112;21550
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;5;24;17;20;15;14;2;12;28;21;29;27;1;16;32;4;9;112;22288
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;32;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;18;4;9;112;21896
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;16;29;5;1;21;32;4;9;112;22674
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;17;19;10;3;18;13;27;24;8;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;22164
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;8;22;25;30;7;6;11;26;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;22828
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;13;8;19;10;3;18;11;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;22096
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;2;6;11;8;19;10;3;18;13;27;24;17;20;15;14;7;12;28;21;29;5;1;16;32;4;9;112;21616
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;9;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;27;112;22352
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;27;13;18;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;21776
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;4;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;26;9;112;22934
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;4;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;7;9;112;22256
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;28;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;26;21;29;5;1;16;32;4;9;112;21616
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;19;30;7;6;11;8;25;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;21656
112;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;10;7;6;11;8;19;30;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;112;21914
113;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;4;32;9;113;21560
113;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
3;31;26;22;25;30;7;6;11;8;19;10;23;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;22180
113;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;7;25;30;22;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;22284
113;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;8;7;6;11;30;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;22748
113;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;6;11;8;19;10;28;18;13;27;24;17;20;15;14;2;12;3;21;29;5;1;16;32;4;9;113;22316
113;21136;23;31;26;22;25;30;7;6;11;8;19;10;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;20976
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;6;11;8;19;10;32;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;3;4;9;113;22756
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;19;26;27;25;30;7;6;11;8;31;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;21516
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;6;11;8;19;10;3;12;13;22;24;17;20;15;14;2;18;28;21;29;5;1;16;32;4;9;113;22178
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;20;25;30;7;6;11;8;19;10;3;18;13;22;24;17;27;15;14;2;12;28;21;29;5;1;16;32;4;9;113;22156
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;28;20;15;14;2;12;17;21;29;5;1;16;32;4;9;113;22076
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;28;14;2;12;15;21;29;5;1;16;32;4;9;113;21372
113;20976;23;31;26;27;25;30;7;6;11;8;19;10;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;21016
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
1;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;23;16;32;4;9;113;22684
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;22;25;30;7;10;11;8;19;6;3;18;13;27;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;21096
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;12;2;28;21;29;5;1;16;32;4;9;113;21456
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;17;24;22;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;22016
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;28;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;31;21;29;5;1;16;32;4;9;113;21216
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;14;22;24;17;20;15;13;2;12;28;21;29;5;1;16;32;4;9;113;21256
113;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;17;18;13;22;24;3;20;15;14;2;12;28;21;29;5;1;16;32;4;9;113;22586
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;18;10;11;8;19;6;3;7;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;114;22298
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;28;3;18;13;22;24;17;20;15;14;2;12;6;21;29;5;1;16;32;4;9;114;21376
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;28;24;17;20;15;14;2;12;22;21;29;5;1;16;32;4;9;114;21616
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;8;11;10;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;114;21116
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;5;2;12;28;21;29;14;1;16;32;4;9;114;21596
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;14;20;15;17;2;12;28;21;29;5;1;16;32;4;9;114;22672
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
13;31;26;27;25;30;7;10;11;8;19;6;3;18;23;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;114;21586
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;9;16;32;4;1;114;21096
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;2;10;11;8;19;6;3;18;13;22;24;17;20;15;14;7;12;28;21;29;5;1;16;32;4;9;114;21496
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;4;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;30;9;114;22474
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;21;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;30;29;5;1;16;32;4;9;114;21236
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;12;14;2;15;28;21;29;5;1;16;32;4;9;114;21096
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;9;1;16;32;4;5;114;21096
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;18;27;25;30;7;10;11;8;19;6;3;26;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;114;21856
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;5;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;10;1;16;32;4;9;114;21456
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;20;30;7;10;11;8;19;6;3;18;13;22;24;17;25;15;14;2;12;28;21;29;5;1;16;32;4;9;114;21716
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;15;17;20;24;14;2;12;28;21;29;5;1;16;32;4;9;114;21844
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;1;12;28;21;29;5;2;16;32;4;9;114;21276
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;4;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;27;9;114;22558
114;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;21;28;12;29;5;1;16;32;4;9;114;22054
115;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;24;7;10;11;8;19;6;3;18;13;22;30;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21336
115;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;11;8;19;6;3;18;15;22;24;17;20;13;14;2;12;28;21;29;5;1;16;32;4;9;115;21576
115;21016;23;31;26;27;25;30;7;10;11;8;19;6;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;20936
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;6;14;19;11;3;18;13;22;24;17;20;15;8;2;12;28;21;29;5;1;16;32;4;9;115;21016
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
13;31;26;27;25;30;7;10;6;8;19;11;3;18;23;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21506
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;3;7;10;6;8;19;11;30;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;23010
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;6;8;32;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;19;4;9;115;21656
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;24;8;19;11;3;18;13;22;6;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21326
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;6;8;19;11;3;18;17;22;24;13;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21312
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;13;6;8;19;11;3;18;10;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21296
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
20;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;23;15;14;2;12;28;21;29;5;1;16;32;4;9;115;22056
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;6;8;17;11;3;18;13;22;24;19;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21896
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;3;8;19;11;6;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21016
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;29;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;30;5;1;16;32;4;9;115;21156
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;18;27;25;30;7;10;6;8;19;11;3;26;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21856
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;10;6;8;19;11;3;18;4;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;13;9;115;21616
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;27;25;30;7;24;6;8;19;11;3;18;13;22;10;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;21336
115;20936;23;31;26;27;25;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;25;27;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;115;20816
115;20816;23;31;26;25;27;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;25;27;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;9;32;4;16;115;21336
115;20816;23;31;26;25;27;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;26;25;27;30;7;10;6;8;19;11;3;16;13;22;24;17;20;15;14;2;12;28;21;29;5;1;18;32;4;9;115;22518
116;20816;23;31;26;25;27;30;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9;116;20816
116;20816;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;1;28;21;29;5;12;16;32;4;9;116;21396
116;20816;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;4;2;12;28;21;29;5;1;16;32;14;9;116;21036
116;20816;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;1;24;17;20;15;14;2;12;28;21;29;5;22;16;32;4;9;116;22852
116;20816;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;5;1;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;1;5;16;32;4;9;116;20696
116;20696;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;14;2;12;28;21;29;1;5;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9;116;20736
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
23;31;30;25;2;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;27;14;28;21;29;1;5;16;32;4;9;116;21452
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
23;31;30;25;27;26;7;10;6;8;12;11;3;18;13;22;24;17;20;15;19;2;14;28;21;29;1;5;16;32;4;9;116;21898
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
23;31;30;25;27;26;12;10;6;8;19;11;3;18;13;22;24;17;20;15;7;2;14;28;21;29;1;5;16;32;4;9;116;21376
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
23;31;30;25;32;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;27;4;9;116;21496
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
17;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;23;20;15;12;2;14;28;21;29;1;5;16;32;4;9;116;22116
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;4;1;5;16;32;29;9;116;23072
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
14;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;23;28;21;29;1;5;16;32;4;9;116;21646
116;20736;23;31;30;25;27;26;7;10;6;8;19;11;3;18;13;22;24;17;20;15;12;2;14;28;21;29;1;5;16;32;4;9
