"X1";"X28066";"X10";"X7";"X17";"X24";"X8";"X9";"X18";"X19";"X30";"X11";"X21";"X31";"X6";"X25";"X32";"X13";"X28";"X2";"X23";"X5";"X29";"X27";"X3";"X22";"X26";"X12";"X16";"X20";"X15";"X4";"X1.1";"X14"
9;14;1;13;2;10;3;15;8;7;23;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;114;21544
114;20302;9;14;1;13;2;10;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;13;2;10;3;15;8;23;5;11;4;24;21;6;7;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;114;20342
114;20302;9;14;1;13;2;10;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;13;23;10;3;15;8;2;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;114;20982
114;20302;9;14;1;13;2;10;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;114;20362
114;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;17;27;20;32;25;22;16;114;20882
114;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;8;15;3;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;114;20442
115;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;31;12;28;26;30;29;18;22;27;20;32;25;17;16;115;20442
115;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;13;15;8;23;7;3;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;20942
115;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;24;15;8;23;7;13;4;3;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;21376
115;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;2;10;3;15;8;23;7;13;4;5;21;6;24;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;22406
115;20362;9;14;1;11;2;10;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;20362
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;26;24;21;6;5;19;28;12;31;4;30;29;18;22;27;20;32;25;17;16;115;21396
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;17;32;25;20;16;115;20562
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;19;10;2;3;15;8;23;7;13;4;24;21;6;5;11;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;21666
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
22;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;9;27;20;32;25;17;16;115;21534
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;32;20;25;17;16;115;21542
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;30;4;24;21;6;5;19;28;12;31;26;13;29;18;22;27;20;32;25;17;16;115;21216
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;6;4;24;21;13;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;20962
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;20;22;27;18;32;25;17;16;115;20682
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;15;10;2;3;11;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;20582
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;28;13;4;24;21;6;5;19;7;12;31;26;30;29;18;22;27;20;32;25;17;16;115;22238
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;24;4;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;21186
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;22;31;26;30;29;18;12;27;20;32;25;17;16;115;22154
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;26;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;14;30;29;18;22;27;20;32;25;17;16;115;20518
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;15;1;11;10;2;3;14;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;115;20582
115;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;17;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;11;16;115;21120
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;20;24;21;6;5;19;28;12;31;26;30;29;18;22;27;4;32;25;17;16;116;21374
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;18;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;11;22;27;20;32;25;17;16;116;21348
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;26;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;14;30;29;18;22;27;20;32;25;17;16;116;20518
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;32;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;2;25;17;16;116;22946
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;31;15;8;23;7;13;4;24;21;6;5;19;28;12;3;26;30;29;18;22;27;20;32;25;17;16;116;21798
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;6;1;11;10;2;3;15;8;23;7;13;4;24;21;14;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;116;20762
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;30;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;3;29;18;22;27;20;32;25;17;16;116;21786
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;16;12;31;26;30;29;18;22;27;20;32;25;17;28;116;20414
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;23;3;15;8;2;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;116;20938
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;22;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;11;27;20;32;25;17;16;116;21240
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;26;15;8;23;7;13;4;24;21;6;5;19;28;12;31;3;30;29;18;22;27;20;32;25;17;16;116;20914
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;8;2;3;15;10;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;116;21202
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;31;3;15;8;23;7;13;4;24;21;6;5;19;28;12;2;26;30;29;18;22;27;20;32;25;17;16;116;21330
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;26;5;19;28;12;31;6;30;29;18;22;27;20;32;25;17;16;116;21284
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
30;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;9;29;18;22;27;20;32;25;17;16;116;21660
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;11;10;29;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;2;18;22;27;20;32;25;17;16;116;21132
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;28;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;14;12;31;26;30;29;18;22;27;20;32;25;17;16;116;21696
116;20362;9;14;1;11;10;2;3;15;8;23;7;13;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16;116;20302
116;20302;9;14;1;13;10;2;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;23;7;11;4;24;21;6;5;19;28;12;20;26;30;29;18;22;27;31;32;25;17;16;116;20982
116;20302;9;14;1;13;10;2;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;20;18;22;27;29;32;25;17;16;116;21062
117;20302;9;14;1;13;10;2;3;15;8;23;7;11;4;24;21;6;5;19;28;12;31;26;30;29;18;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;20302
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;18;7;4;11;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;21022
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;4;8;18;7;11;15;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;21222
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;3;2;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;20742
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;18;10;2;3;15;8;13;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;21118
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;23;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;3;22;27;20;32;25;17;16;117;21360
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;23;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;2;22;27;20;32;25;17;16;117;21108
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;18;19;11;4;24;21;6;5;7;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;21772
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;16;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;13;117;21042
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;18;7;11;4;24;29;6;5;19;28;12;31;26;30;21;23;22;27;20;32;25;17;16;117;20582
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;7;1;13;10;2;3;15;8;18;14;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;20642
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;18;26;11;4;24;21;6;5;19;28;12;31;7;30;29;23;22;27;20;32;25;17;16;117;20980
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
30;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;9;29;23;22;27;20;32;25;17;16;117;21600
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;4;2;3;15;8;18;7;11;10;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;21902
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;30;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;1;29;23;22;27;20;32;25;17;16;117;21226
117;20302;9;14;1;13;10;2;3;15;8;18;7;11;4;24;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;20242
117;20242;9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;21;10;2;3;15;8;24;7;11;4;18;13;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;117;20766
117;20242;9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;11;4;18;31;6;5;19;28;12;21;26;30;29;23;22;27;20;32;25;17;16;117;21042
117;20242;9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;11;30;18;21;6;5;19;28;12;31;26;4;29;23;22;27;20;32;25;17;16;117;22140
117;20242;9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;28;11;4;18;21;6;5;19;7;12;31;26;30;29;23;22;27;20;32;25;17;16;117;22118
118;20242;9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;5;7;11;4;18;21;6;24;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;22420
118;20242;9;14;1;13;10;2;3;15;8;24;7;11;4;18;21;6;5;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;20362
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;19;24;7;5;4;18;21;6;11;8;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;21730
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;16;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;8;118;20802
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
24;14;1;13;10;2;3;15;8;9;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;22032
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;27;6;11;19;28;12;31;26;30;29;23;22;21;20;32;25;17;16;118;20542
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;15;3;2;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;20562
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;16;32;25;17;20;118;20814
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;23;11;19;28;12;31;26;30;29;6;22;27;20;32;25;17;16;118;22110
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;17;26;30;29;23;22;27;20;32;25;31;16;118;20902
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;23;29;22;27;20;32;25;17;16;118;20802
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
8;14;1;13;10;2;3;15;9;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;21242
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;32;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;13;25;17;16;118;22106
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;4;5;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;118;21442
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;29;21;6;11;19;28;12;31;26;30;18;23;22;27;20;32;25;17;16;118;21242
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;20;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;10;32;25;17;16;118;22996
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;20;29;23;22;27;30;32;25;17;16;118;21382
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;27;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;14;20;32;25;17;16;118;21248
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;17;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;8;16;118;21384
118;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;27;31;26;30;29;23;22;12;20;32;25;17;16;118;21214
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;21;10;2;3;15;8;24;7;5;4;18;13;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;119;20926
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;12;8;24;7;5;4;18;21;6;11;19;28;15;31;26;30;29;23;22;27;20;32;25;17;16;119;20482
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
25;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;9;17;16;119;21558
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;22;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;14;27;20;32;25;17;16;119;21664
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;20;23;22;27;29;32;25;17;16;119;21282
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;26;28;12;31;19;30;29;23;22;27;20;32;25;17;16;119;20642
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;12;24;7;5;4;18;21;6;11;19;28;8;31;26;30;29;23;22;27;20;32;25;17;16;119;20582
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;29;11;19;28;12;31;26;30;6;23;22;27;20;32;25;17;16;119;22622
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;23;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;13;22;27;20;32;25;17;16;119;20848
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;25;32;17;16;119;20722
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;16;29;23;22;27;20;32;25;17;30;119;20436
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;5;24;7;8;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16;119;20782
119;20362;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;19;28;12;31;26;30;29;23;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;23;28;12;31;26;30;29;19;22;27;20;32;25;17;16;119;20302
119;20302;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;23;28;12;31;26;30;29;19;22;27;20;32;25;17;16
9;14;1;13;10;2;3;15;8;24;7;5;4;28;21;6;11;23;18;12;31;26;30;29;19;22;27;20;32;25;17;16;119;20582
119;20302;9;14;1;13;10;2;3;15;8;24;7;5;4;18;21;6;11;23;28;12;31;26;30;29;19;22;27;20;32;25;17;16
