"X1";"X26530";"X10";"X31";"X1.1";"X29";"X23";"X14";"X32";"X22";"X19";"X15";"X25";"X7";"X17";"X2";"X9";"X20";"X18";"X12";"X24";"X6";"X5";"X11";"X21";"X16";"X8";"X3";"X30";"X13";"X26";"X28";"X27";"X4"
10;29;5;6;22;9;30;13;31;28;26;25;27;32;1;15;11;12;4;14;18;21;17;23;8;7;16;24;2;3;20;19;140;20188
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;12;23;15;11;32;4;14;18;21;17;1;8;7;16;24;2;3;20;19;140;20300
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
17;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;10;1;8;7;16;24;2;3;20;19;140;20960
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
25;29;5;6;22;9;30;13;31;28;26;10;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;140;20318
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;2;24;3;20;19;140;21316
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;11;26;25;27;32;23;15;28;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;140;21048
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
25;29;5;6;22;9;30;13;31;28;26;10;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;140;20318
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;19;7;16;24;2;3;20;8;140;20078
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;27;28;26;25;31;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;140;19810
140;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;7;4;14;18;21;17;1;8;12;16;24;2;3;20;19;140;20510
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
16;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;10;24;2;3;20;19;141;21030
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;1;15;11;12;4;14;18;21;17;23;8;7;16;24;2;3;20;19;141;20188
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;17;12;4;14;18;21;11;1;8;7;16;24;2;3;20;19;141;21220
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;16;8;7;1;24;2;3;20;19;141;20470
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;30;9;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;20834
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;1;25;27;32;23;15;11;12;4;14;18;21;17;26;8;7;16;24;2;3;20;19;141;21118
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
28;29;5;6;22;9;30;13;31;10;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;21216
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;2;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;13;3;20;19;141;20830
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;20;1;8;7;16;24;2;3;17;19;141;20170
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
21;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;10;17;1;8;7;16;24;2;3;20;19;141;20416
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;23;6;22;9;30;13;31;28;26;25;27;32;5;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;20014
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;23;31;28;26;25;27;32;13;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;20160
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;26;6;22;9;30;13;31;28;5;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;20444
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;21;18;14;17;1;8;7;16;24;2;3;20;19;141;20132
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;17;15;11;12;4;14;18;21;23;1;8;7;16;24;2;3;20;19;141;20150
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;21;4;14;18;12;17;1;8;7;16;24;2;3;20;19;141;21726
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;27;9;30;13;31;28;26;25;22;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;20270
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;11;13;31;28;26;25;27;32;23;15;30;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19;141;20692
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;4;23;15;11;12;32;14;18;21;17;1;8;7;16;24;2;3;20;19;141;19910
141;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;20;3;2;19;141;20276
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;3;24;2;16;20;19;142;20030
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;32;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;19
10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;19710
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;2;4;14;18;21;17;1;8;7;16;24;12;3;20;32;142;21030
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;5;29;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;19962
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;23;6;22;9;30;13;31;28;26;25;27;19;5;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;20014
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;20;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;28;32;142;19790
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;32;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;13;142;20150
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
7;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;10;16;24;2;3;20;32;142;20550
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;28;11;25;27;19;23;15;26;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;20210
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
24;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;10;2;3;20;32;142;21542
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;7;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;30;16;24;2;3;20;32;142;21948
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;7;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;30;16;24;2;3;20;32;142;21948
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
11;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;10;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;19830
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;28;5;6;22;9;30;13;31;29;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;20230
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;4;31;28;26;25;27;19;23;15;11;12;13;14;18;21;17;1;8;7;16;24;2;3;20;32;142;20950
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;27;30;13;31;28;26;25;9;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;21288
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;28;26;25;24;19;23;15;11;12;4;14;18;21;17;1;8;7;16;27;2;3;20;32;142;20630
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;18;13;31;28;26;25;27;19;23;15;11;12;4;14;30;21;17;1;8;7;16;24;2;3;20;32;142;20990
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;31;9;30;13;22;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;142;20270
142;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;28;24;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;26;2;3;20;32;142;20870
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;20;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;6;32;143;21336
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;31;13;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;143;19956
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;18;30;13;31;28;26;25;27;19;23;15;11;12;4;14;9;21;17;1;8;7;16;24;2;3;20;32;143;20438
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;28;26;25;3;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;27;20;32;143;21402
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;8;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;13;7;16;24;2;3;20;32;143;20750
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;17;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;5;1;8;7;16;24;2;3;20;32;143;20558
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;5;6;22;9;30;13;31;28;20;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;26;32;143;21470
143;19710;10;29;5;6;22;9;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;143;19710
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;28;26;25;18;19;23;15;11;12;4;14;27;21;17;1;8;7;16;24;2;3;20;32;143;20730
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;7;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;28;16;24;2;3;20;32;143;21288
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;26;31;28;13;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;143;20030
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;28;26;25;27;1;23;15;11;12;4;14;18;21;17;19;8;7;16;24;2;3;20;32;143;20426
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;18;13;31;28;26;25;27;19;23;15;11;12;4;14;30;21;17;1;8;7;16;24;2;3;20;32;143;20990
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;28;26;25;23;19;27;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;143;20130
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;28;26;25;27;19;16;15;11;12;4;14;18;21;17;1;8;7;23;24;2;3;20;32;143;20564
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;18;31;28;26;25;27;19;23;15;11;12;4;14;13;21;17;1;8;7;16;24;2;3;20;32;143;20528
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;3;12;4;14;18;21;17;1;8;7;16;24;2;11;20;32;143;20870
143;19710;10;29;9;6;22;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;143;19618
143;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;23;27;19;25;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;143;20118
143;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;16;17;1;8;7;21;24;2;3;20;32;143;21012
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;17;14;18;21;4;1;8;7;16;24;2;3;20;32;144;20176
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;2;1;8;7;16;24;17;3;20;32;144;20158
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;28;6;5;30;13;31;22;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;20378
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;21;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;5;17;1;8;7;16;24;2;3;20;32;144;20262
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;30;5;6;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;20926
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;14;12;4;11;18;21;17;1;8;7;16;24;2;3;20;32;144;19858
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;32;21;17;1;8;7;16;24;2;3;20;18;144;20358
144;19618;10;29;9;22;6;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;6;22;9;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;19538
144;19538;10;29;6;22;9;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;6;22;9;7;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;5;16;24;2;3;20;32;144;20258
144;19538;10;29;6;22;9;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;29;6;22;9;5;30;17;31;28;26;25;27;19;23;15;11;12;4;14;18;21;13;1;8;7;16;24;2;3;20;32;144;20736
144;19538;10;29;6;22;9;5;30;13;31;28;26;25;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;19518
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;29;22;9;5;30;13;31;28;26;6;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;20444
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;32;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;23;144;20418
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;30;5;9;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;20706
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;32;16;24;2;3;20;7;144;21522
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;9;22;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;19770
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
6;25;10;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;19738
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;5;9;22;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;19782
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;19;22;9;5;30;13;31;28;26;29;27;6;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;144;20376
144;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;17;18;21;14;1;8;7;16;24;2;3;20;32;144;20216
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;1;11;12;4;14;18;21;17;15;8;7;16;24;2;3;20;32;145;20478
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;7;23;15;11;12;4;14;18;21;17;1;8;19;16;24;2;3;20;32;145;20786
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;32;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;15;145;20462
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;4;29;27;19;23;15;11;12;26;14;18;21;17;1;8;7;16;24;2;3;20;32;145;21370
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;17;26;29;27;19;23;15;11;12;4;14;18;21;28;1;8;7;16;24;2;3;20;32;145;20278
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;13;9;5;30;22;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;145;20252
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;15;22;9;5;30;13;31;28;26;29;27;19;23;6;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32;145;19938
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;20;8;7;16;24;2;3;1;32;145;20086
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;8;7;16;24;2;3;20;32
10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;3;7;16;24;2;8;20;32;145;19518
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;3;7;16;24;2;8;20;32
10;25;6;16;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;3;7;22;24;2;8;20;32;145;20832
145;19518;10;25;6;22;9;5;30;13;31;28;26;29;27;19;23;15;11;12;4;14;18;21;17;1;3;7;16;24;2;8;20;32
