"X1";"X254";"X46";"X22";"X60";"X57";"X51";"X19";"X41";"X21";"X29";"X38";"X49";"X40";"X1.1";"X36";"X43";"X10";"X50";"X6";"X16";"X30";"X15";"X62";"X3";"X14";"X37";"X27";"X13";"X34";"X11";"X59";"X44";"X63";"X8";"X18";"X32";"X7";"X39";"X42";"X9";"X24";"X23";"X5";"X31";"X54";"X26";"X56";"X35";"X61";"X58";"X53";"X55";"X2";"X64";"X12";"X25";"X45";"X33";"X52";"X48";"X20";"X28";"X4";"X47";"X17"
63;30;6;5;28;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;9;59;15;37;54;38;20;32;48;49;62;60;46;36;56;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58;51;246
51;246;63;30;6;5;28;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;9;59;15;37;54;38;20;32;48;49;62;60;46;36;56;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58
63;30;6;5;28;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;49;59;15;37;54;38;20;32;48;9;62;60;46;36;56;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58;51;246
51;246;63;30;6;5;28;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;49;59;15;37;54;38;20;32;48;9;62;60;46;36;56;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58
63;30;6;5;28;44;43;24;10;61;31;57;11;26;50;27;45;42;12;39;13;34;55;17;3;35;4;23;25;21;33;40;52;49;59;15;37;54;38;20;32;48;9;62;60;46;36;56;7;64;16;1;41;53;29;8;18;14;47;22;51;19;2;58;51;262
51;246;63;30;6;5;28;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;49;59;15;37;54;38;20;32;48;9;62;60;46;36;56;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58
63;30;6;5;56;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58;51;246
51;246;63;30;6;5;56;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;52;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58
63;30;6;5;52;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58;51;248
51;248;63;30;6;5;52;44;43;24;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58
63;30;6;5;24;44;43;52;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58;51;244
52;244;63;30;6;5;24;44;43;52;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;12;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;244
52;244;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;49;33;40;56;21;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;252
52;244;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;45;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;54;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;54;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;45;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;236
52;236;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;54;42;53;39;13;34;55;17;3;35;4;23;25;21;33;40;56;49;59;15;37;45;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;54;42;53;39;13;34;55;17;3;35;4;23;25;21;49;40;56;33;59;15;37;45;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;236
52;236;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;54;42;53;39;13;34;55;17;3;35;4;23;25;21;49;40;56;33;59;15;37;45;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;49;40;56;33;59;15;37;45;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;248
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;49;40;56;33;59;15;37;45;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;248
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;53;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;12;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;268
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;38;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;54;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58;52;254
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;1;41;30;29;8;18;14;47;22;51;19;2;58
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;58;41;30;29;8;18;14;47;22;51;19;2;1;52;248
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;25;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;58;41;30;29;8;18;14;47;22;51;19;2;1
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;58;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;19;2;1;52;248
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;53;39;13;34;54;17;3;35;4;23;58;21;45;40;56;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;19;2;1
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;19;2;1;52;248
52;248;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;37;49;38;20;32;48;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;19;2;1
63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;37;49;19;20;32;48;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1;52;242
52;242;63;12;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;37;49;19;20;32;48;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1
63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;37;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1;52;242
52;242;63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;55;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;37;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1
63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;37;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1;52;242
52;242;63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;37;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1
63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;37;42;13;39;56;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1;52;258
52;242;63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;37;42;56;39;13;34;54;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1
63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1;52;238
52;238;63;48;6;5;24;44;43;52;10;61;31;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1
63;48;44;5;24;6;43;52;10;61;31;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1;52;242
52;242;63;48;44;5;24;6;43;52;10;61;31;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;47;22;51;38;2;1
63;48;44;5;24;6;43;52;10;61;31;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1;52;242
52;242;63;48;44;5;24;6;43;52;10;61;31;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;58;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1
63;48;44;5;24;6;43;52;10;61;58;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;31;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1;52;218
52;218;63;48;44;5;24;6;43;52;10;61;58;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;31;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1
63;48;44;5;24;6;43;52;10;61;58;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;31;21;45;40;53;33;62;15;55;49;19;20;32;12;9;59;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1;52;240
53;218;63;48;44;5;24;6;43;52;10;61;58;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;31;21;45;40;53;33;59;15;55;49;19;20;32;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1
63;48;44;5;24;6;43;52;10;61;58;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;15;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1;53;218
53;218;63;48;44;5;24;6;43;52;10;61;58;57;11;26;50;27;37;42;54;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;15;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;15;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1;53;218
53;218;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;15;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;1;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;15;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;61;53;238
53;218;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;15;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;47;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;15;51;38;2;1;53;218
53;218;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;3;58;57;11;26;50;27;37;42;61;39;13;34;56;17;54;35;4;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;15;51;38;2;1;53;258
53;218;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;4;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;41;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;41;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1;53;230
53;230;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;17;3;35;41;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;46;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;46;3;35;41;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1;53;238
53;238;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;61;39;13;34;56;46;3;35;41;23;31;21;45;40;32;33;59;47;55;49;19;20;53;12;9;62;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;40;39;13;34;56;46;3;35;41;23;31;21;45;61;32;33;59;47;55;49;19;20;53;12;9;62;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1;53;246
53;246;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;40;39;13;34;56;46;3;35;41;23;31;21;45;61;32;33;59;47;55;49;19;20;53;12;9;62;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;40;39;13;34;56;49;3;35;41;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;62;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1;53;246
53;246;63;48;44;5;24;6;43;52;10;54;58;57;11;26;50;27;37;42;40;39;13;34;56;49;3;35;41;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;62;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;54;62;57;11;26;50;27;37;42;40;39;13;34;56;49;3;35;41;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1;53;246
53;246;63;48;44;5;24;6;43;52;10;54;62;57;11;26;50;27;37;42;40;39;13;34;56;49;3;35;41;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;38;2;1
63;48;44;5;24;6;43;52;10;54;62;57;11;38;50;27;37;42;40;39;13;34;56;49;3;35;41;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;26;2;1;53;222
53;222;63;48;44;5;24;6;43;52;10;54;62;57;11;38;50;27;37;42;40;39;13;34;56;49;3;35;41;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;26;2;1
63;48;44;5;24;6;43;52;10;54;62;57;11;38;50;27;37;42;40;39;13;41;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;26;2;1;53;226
53;226;63;48;44;5;24;6;43;52;10;54;62;57;11;38;50;27;37;42;40;39;13;41;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;26;2;1
41;48;44;5;24;6;43;52;10;54;62;57;11;38;50;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;26;2;1;53;228
53;228;41;48;44;5;24;6;43;52;10;54;62;57;11;38;50;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;51;26;2;1
41;48;44;5;24;6;43;52;10;54;62;51;11;38;50;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1;53;228
53;228;41;48;44;5;24;6;43;52;10;54;62;51;11;38;50;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;62;51;11;15;50;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;38;57;26;2;1;53;272
53;228;41;48;44;5;24;6;43;52;10;54;62;51;11;38;50;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;28;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;62;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1;53;266
53;266;41;48;44;5;24;6;43;52;10;54;62;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;2;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;62;1;53;270
53;266;41;48;44;5;24;6;43;52;10;54;62;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;31;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;62;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1;53;286
53;286;41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;62;21;45;61;32;33;59;47;55;46;19;20;53;12;9;58;60;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;62;60;45;61;32;33;59;47;55;46;19;20;53;12;9;58;21;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1;53;282
53;282;41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;62;60;45;61;32;33;59;47;55;46;19;20;53;12;9;58;21;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;62;60;45;61;32;33;59;47;55;20;19;46;53;12;9;58;21;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1;53;282
54;282;41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;37;42;40;39;13;63;56;49;3;35;34;23;62;60;45;61;32;33;59;47;55;20;19;46;53;12;9;58;21;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;40;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;9;58;21;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1;54;278
54;278;41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;40;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;9;58;21;17;36;50;7;64;16;25;4;30;29;8;18;14;22;15;57;26;2;1
41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;40;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;9;58;21;17;36;50;7;64;16;18;4;30;29;8;25;14;22;15;57;26;2;1;54;278
54;278;41;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;40;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;9;58;21;17;36;50;7;64;16;18;4;30;29;8;25;14;22;15;57;26;2;1
9;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;40;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;41;58;21;17;36;50;7;64;16;18;4;30;29;8;25;14;22;15;57;26;2;1;54;278
54;278;9;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;40;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;41;58;21;17;36;50;7;64;16;18;4;30;29;8;25;14;22;15;57;26;2;1
9;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;8;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;41;58;21;17;36;50;7;64;16;18;4;30;29;40;25;14;22;15;57;26;2;1;54;278
54;278;9;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;8;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;53;12;41;58;21;17;36;50;7;64;16;18;4;30;29;40;25;14;22;15;57;26;2;1
9;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;8;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;15;12;41;58;21;17;36;50;7;64;16;18;4;30;29;40;25;14;22;53;57;26;2;1;54;278
54;278;9;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;8;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;46;15;12;41;58;21;17;36;50;7;64;16;18;4;30;29;40;25;14;22;53;57;26;2;1
46;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;8;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;9;15;12;41;58;21;17;36;50;7;64;16;18;4;30;29;40;25;14;22;53;57;26;2;1;54;278
54;278;46;48;44;5;24;6;43;52;10;54;31;51;11;38;28;27;23;42;8;39;13;63;56;49;3;35;34;37;62;60;45;61;32;33;59;47;55;20;19;9;15;12;41;58;21;17;36;50;7;64;16;18;4;30;29;40;25;14;22;53;57;26;2;1
