"X1";"X5957337";"X11";"X8";"X17";"X24";"X10";"X23";"X7";"X18";"X21";"X22";"X26";"X1.1";"X4";"X20";"X15";"X12";"X6";"X25";"X9";"X14";"X5";"X2";"X19";"X13";"X16";"X3"
6;14;2;23;11;16;3;21;15;1;19;24;7;12;26;4;20;9;5;18;13;8;10;22;17;25;190;5482107
190;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;4;18;7;12;26;19;20;9;5;24;13;8;10;22;17;25;190;5518247
190;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;21;11;16;3;23;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;190;5493980
190;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;5;26;4;20;9;12;24;13;8;10;22;17;25;190;5565285
190;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;19;3;21;15;1;16;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;190;5535104
190;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
3;14;2;23;11;16;6;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;190;5517193
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;4;26;12;20;9;5;24;13;8;10;22;17;25;191;5472436
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;4;12;26;7;20;9;5;24;13;8;10;22;17;25;191;5450291
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;4;19;18;7;12;26;1;20;9;5;24;13;8;10;22;17;25;191;5453804
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;19;1;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;191;5513717
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;12;19;18;7;1;26;4;20;9;5;24;13;8;10;22;17;25;191;5481879
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;8;26;4;20;9;5;24;13;12;10;22;17;25;191;5462941
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;10;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;16;22;17;25;191;5449364
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;20;26;4;12;9;5;24;13;8;10;22;17;25;191;5455100
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;5;16;3;21;15;1;19;18;7;12;26;4;20;9;11;24;13;8;10;22;17;25;191;5681914
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;24;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;23;13;8;10;22;17;25;191;5448589
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;9;11;16;3;21;15;1;19;18;7;12;26;4;20;23;5;24;13;8;10;22;17;25;191;5532408
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;21;11;16;3;23;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;191;5493980
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;17;18;7;12;26;4;20;9;5;24;13;8;10;22;19;25;191;5590295
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;7;18;19;12;26;4;20;9;5;24;13;8;10;22;17;25;191;5448588
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;4;7;12;26;18;20;9;5;24;13;8;10;22;17;25;191;5560490
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;7;23;11;16;3;21;15;1;19;18;2;12;26;4;20;9;5;24;13;8;10;22;17;25;191;5458818
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;4;18;7;12;26;19;20;9;5;24;13;8;10;22;17;25;191;5518247
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;9;20;5;24;13;8;10;22;17;25;191;5468060
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;25;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;23;191;5454253
191;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;12;3;21;15;1;19;18;7;16;26;4;20;9;5;24;13;8;10;22;17;25;191;5485362
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;24;3;21;15;1;19;18;7;12;26;4;20;9;5;16;13;8;10;22;17;25;192;5448508
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;18;16;3;21;15;1;19;11;7;12;26;4;20;9;5;24;13;8;10;22;17;25;192;5460147
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;26;12;4;20;9;5;24;13;8;10;22;17;25;192;5455520
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
7;14;2;23;11;16;3;21;15;1;19;18;6;12;26;4;20;9;5;24;13;8;10;22;17;25;192;5463741
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;9;20;5;24;13;8;10;22;17;25;192;5468060
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;26;16;3;21;15;1;19;18;7;12;11;4;20;9;5;24;13;8;10;22;17;25;192;5447705
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;24;7;12;26;4;20;9;5;18;13;8;10;22;17;25;192;5482107
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;24;15;1;19;18;7;12;26;4;20;9;5;21;13;8;10;22;17;25;192;5508343
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;24;15;1;19;18;7;12;26;4;20;9;5;21;13;8;10;22;17;25;192;5508343
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;25;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;15;192;5459284
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;25;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;21;192;5467325
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;20;26;4;12;9;5;24;13;8;10;22;17;25;192;5455100
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
7;14;2;23;11;16;3;21;15;1;19;18;6;12;26;4;20;9;5;24;13;8;10;22;17;25;192;5463741
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;15;2;23;11;16;3;21;14;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;192;5646943
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;1;16;3;21;15;11;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;192;5504125
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;9;15;1;19;18;7;12;26;4;20;21;5;24;13;8;10;22;17;25;192;5479143
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;22;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;3;17;25;192;5521869
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;25;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;2;192;5461465
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
8;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;6;10;22;17;25;192;5448847
192;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;8;7;12;26;4;20;9;5;24;13;18;10;22;17;25;192;5475049
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;20;4;9;5;24;13;8;10;22;17;25;193;5469795
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;20;11;16;3;21;15;1;19;18;7;12;26;4;23;9;5;24;13;8;10;22;17;25;193;5507707
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;17;4;20;9;5;24;13;8;10;22;26;25;193;5458557
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;5;3;21;15;1;19;18;7;12;26;4;20;9;16;24;13;8;10;22;17;25;193;5549326
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;7;15;1;19;18;21;12;26;4;20;9;5;24;13;8;10;22;17;25;193;5477397
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;24;9;5;20;13;8;10;22;17;25;193;5542989
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;12;23;11;16;3;21;15;1;19;18;7;2;26;4;20;9;5;24;13;8;10;22;17;25;193;5457443
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;25;10;22;17;8;193;5575132
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;2;14;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;193;5473273
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;25;5;24;13;8;10;22;17;9;193;5565037
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;20;7;12;26;4;18;9;5;24;13;8;10;22;17;25;193;5472901
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;18;3;21;15;1;19;16;7;12;26;4;20;9;5;24;13;8;10;22;17;25;193;5547724
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;9;15;1;19;18;7;12;26;4;20;21;5;24;13;8;10;22;17;25;193;5479143
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;17;13;8;10;22;24;25;193;5447889
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;13;12;26;4;20;9;5;24;7;8;10;22;17;25;193;5484304
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;4;23;11;16;3;21;15;1;19;18;7;12;26;2;20;9;5;24;13;8;10;22;17;25;193;5463176
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;4;15;1;19;18;7;12;26;21;20;9;5;24;13;8;10;22;17;25;193;5473291
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;12;16;3;21;15;1;19;18;7;11;26;4;20;9;5;24;13;8;10;22;17;25;193;5451935
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;26;12;7;4;20;9;5;24;13;8;10;22;17;25;193;5462349
193;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;24;5;9;13;8;10;22;17;25;193;5574146
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
13;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;6;8;10;22;17;25;194;5449482
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;18;19;1;7;12;26;4;20;9;5;24;13;8;10;22;17;25;194;5543682
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;5;20;9;4;24;13;8;10;22;17;25;194;5541311
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;18;19;7;12;26;4;20;9;5;24;13;8;10;22;17;25;194;5459023
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;8;15;1;19;18;7;12;26;4;20;9;5;24;13;21;10;22;17;25;194;5550162
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;20;7;12;26;4;18;9;5;24;13;8;10;22;17;25;194;5472901
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;9;20;4;5;24;13;8;10;22;17;25;194;5507367
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
13;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;6;8;10;22;17;25;194;5449482
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;13;21;15;1;19;18;7;12;26;4;20;9;5;24;3;8;10;22;17;25;194;5534500
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;10;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;23;22;17;25;194;5448411
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;10;1;19;18;7;12;26;4;20;9;5;24;13;8;15;22;17;25;194;5512798
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;19;1;15;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;194;5538733
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;22;1;19;18;7;12;26;4;20;9;5;24;13;8;10;15;17;25;194;5512459
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;25;26;4;20;9;5;24;13;8;10;22;17;12;194;5510359
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;25;5;24;13;8;10;22;17;9;194;5565037
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;8;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;16;10;22;17;25;194;5510733
194;5446304;6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;194;5446130
194;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;26;12;16;20;9;5;24;13;8;10;22;17;25;194;5455346
194;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;20;2;23;11;4;3;21;15;1;19;18;7;12;26;16;14;9;5;24;13;8;10;22;17;25;194;5512598
194;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;7;21;15;1;19;18;3;12;26;16;20;9;5;24;13;8;10;22;17;25;194;5508344
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;10;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;4;22;17;25;195;5470986
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;25;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;1;195;5476575
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;10;20;9;5;24;13;8;16;22;17;25;195;5449613
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;25;16;20;9;5;24;13;8;10;22;17;26;195;5459413
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;16;3;21;15;1;19;18;7;12;26;4;20;9;5;24;13;8;10;22;17;25;195;5446304
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;22;5;24;13;8;10;9;17;25;195;5574256
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;26;18;7;12;19;16;20;9;5;24;13;8;10;22;17;25;195;5464008
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;24;5;13;8;10;22;17;25;195;5775635
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;19;2;23;11;4;3;21;15;1;14;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;195;5461829
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;22;24;13;8;10;5;17;25;195;5770957
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;7;1;19;18;15;12;26;16;20;9;5;24;13;8;10;22;17;25;195;5512807
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;17;10;22;8;25;195;5573435
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;11;23;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;195;5448470
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;21;23;11;4;3;2;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;195;5489107
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;3;23;11;4;2;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;195;5547932
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;17;26;16;20;9;5;24;13;8;10;22;12;25;195;5511752
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;9;4;3;21;15;1;19;18;7;12;26;16;20;11;5;24;13;8;10;22;17;25;195;5528145
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;8;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;23;10;22;17;25;195;5450704
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;1;15;21;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;195;5446630
195;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;13;18;7;12;26;16;20;9;5;24;19;8;10;22;17;25;195;5477606
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;10;9;5;24;13;8;20;22;17;25;196;5541807
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;20;11;4;3;21;15;1;19;18;7;12;26;16;23;9;5;24;13;8;10;22;17;25;196;5507687
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;8;21;15;1;19;18;7;12;26;16;20;9;5;24;13;3;10;22;17;25;196;5473156
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;25;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;15;196;5459413
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;7;21;15;1;19;18;3;12;26;16;20;9;5;24;13;8;10;22;17;25;196;5508344
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;25;17;22;196;5455684
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;17;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;15;25;196;5459437
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;15;2;23;11;4;3;21;14;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;196;5646769
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;10;20;9;5;24;13;8;16;22;17;25;196;5449613
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;17;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;4;25;196;5450340
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
11;14;2;23;6;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;196;5446311
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;23;2;14;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;196;5447505
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;4;23;11;2;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25;196;5463120
196;5446130;6;14;2;23;11;4;3;21;15;1;19;18;7;12;26;16;20;9;5;24;13;8;10;22;17;25
6;14;2;23;11;4;3;21;15;1;13;18;7;12;26;16;20;9;5;24;19;8;10;22;17;25;196;5477606
