"X1";"X296";"X47";"X5";"X64";"X63";"X32";"X45";"X37";"X26";"X44";"X36";"X12";"X18";"X40";"X1.1";"X39";"X15";"X23";"X25";"X62";"X60";"X58";"X28";"X50";"X46";"X6";"X17";"X38";"X41";"X34";"X42";"X57";"X61";"X55";"X8";"X53";"X4";"X43";"X14";"X27";"X10";"X13";"X24";"X59";"X11";"X22";"X2";"X29";"X31";"X9";"X56";"X30";"X21";"X49";"X7";"X19";"X52";"X3";"X51";"X33";"X20";"X16";"X48";"X35";"X54"
24;12;30;37;14;63;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;29;41;9;28;5;11;19;8;44;53;39;18;42;49;20;7;22;34;43;1;40;57;51;48;52;56;55;59;60;58;36;27;21;64;10;4;26;3;13;23;15;55;256
55;246;24;12;30;37;14;18;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;29;41;9;28;5;11;19;8;44;53;39;63;42;49;20;7;22;34;43;1;40;57;51;48;52;56;55;59;60;58;36;27;21;64;10;4;26;3;13;23;15
24;12;30;37;14;18;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;7;41;9;28;5;11;19;8;44;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;59;60;58;36;27;21;64;10;4;26;3;13;23;15;55;240
55;240;24;12;30;37;14;18;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;7;41;9;28;5;11;19;8;44;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;59;60;58;36;27;21;64;10;4;26;3;13;23;15
24;12;30;37;14;44;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;59;60;58;36;27;21;64;10;4;26;3;13;23;15;55;236
55;236;24;12;30;37;14;44;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;59;60;58;36;27;21;64;10;4;26;3;13;23;15
24;12;30;37;59;44;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15;55;236
55;236;24;12;30;37;59;44;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;47;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15
24;12;30;47;59;44;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15;55;232
55;232;24;12;30;47;59;44;62;50;61;45;38;6;33;54;2;17;35;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15
24;12;30;47;59;44;62;50;61;45;38;6;35;54;2;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15;55;224
55;224;24;12;30;47;59;44;62;50;61;45;38;6;35;54;2;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15
54;12;30;47;59;44;62;50;61;45;38;6;35;24;2;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15;55;244
55;244;54;12;30;47;59;44;62;50;61;45;38;6;35;24;2;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;63;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15
54;12;30;47;59;44;62;50;63;45;38;6;35;24;2;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15;55;242
55;242;54;12;30;47;59;44;62;50;63;45;38;6;35;24;2;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15
54;12;30;47;59;44;62;50;63;2;38;6;35;24;45;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15;55;258
55;258;54;12;30;47;59;44;62;50;63;2;38;6;35;24;45;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;48;52;56;55;14;60;58;36;27;21;64;10;4;26;3;13;23;15
54;12;30;47;59;44;62;50;63;2;38;6;35;24;45;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;64;48;4;26;3;13;23;15;55;258
55;258;54;12;30;47;59;44;62;50;63;2;38;6;35;24;45;17;33;32;46;31;25;16;37;7;41;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;64;48;4;26;3;13;23;15
54;12;30;47;59;44;62;50;63;2;38;6;35;24;45;17;33;32;46;31;25;16;37;7;64;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;258
55;258;54;12;30;47;59;44;62;50;63;2;38;6;35;24;45;17;33;32;46;31;25;16;37;7;64;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;47;59;44;62;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;250
55;250;54;12;30;47;59;44;62;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;5;11;19;8;18;53;39;61;42;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;47;59;44;62;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;42;11;19;8;18;53;39;61;5;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;254
55;254;54;12;30;47;59;44;62;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;42;11;19;8;18;53;39;61;5;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;47;8;44;62;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;42;11;19;59;18;53;39;61;5;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;254
55;254;54;12;30;47;8;44;62;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;42;11;19;59;18;53;39;61;5;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;42;11;19;59;18;53;39;61;5;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;254
55;254;54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;64;9;28;42;11;19;59;18;53;39;61;5;49;20;29;22;34;43;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;43;9;28;42;11;19;59;18;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;254
55;254;54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;46;31;25;16;37;24;43;9;28;42;11;19;59;18;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;18;31;25;16;37;24;43;9;28;42;11;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;55;254
56;254;54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;18;31;25;16;37;24;43;9;28;42;11;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;24;43;9;28;42;11;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;56;238
56;238;54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;24;43;9;28;42;11;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;28;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;56;238
56;238;54;12;30;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;28;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15;56;222
56;222;54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;52;56;55;14;60;58;36;27;21;41;48;4;26;3;13;23;15
54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;3;56;55;14;60;58;36;27;21;41;48;4;26;52;13;23;15;56;222
56;222;54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;3;56;55;14;60;58;36;27;21;41;48;4;26;52;13;23;15
54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;3;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15;56;222
56;222;54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;3;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15
54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;14;20;29;22;34;64;1;40;57;51;10;3;56;55;49;60;58;36;27;21;41;23;4;26;52;13;48;15;56;234
56;222;54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;53;39;61;5;49;20;29;22;34;64;1;40;57;51;10;3;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15
54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;39;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15;56;230
56;230;54;12;28;62;8;44;47;50;63;2;38;6;35;7;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;39;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15
54;12;28;62;8;44;47;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15;56;214
56;214;54;12;28;62;8;44;47;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15
54;12;28;62;8;44;47;50;63;2;38;6;29;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;35;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15;56;244
56;214;54;12;28;62;8;44;47;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15
54;47;28;62;8;44;12;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15;56;214
56;214;54;47;28;62;8;44;12;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;36;27;21;41;23;4;26;52;13;48;15
54;47;28;62;8;44;12;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;52;13;48;15;56;214
56;214;54;47;28;62;8;44;12;50;63;2;38;6;35;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;52;13;48;15
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;52;13;48;35;56;214
56;214;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;3;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;52;13;48;35
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;3;13;48;35;56;212
56;212;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;17;33;32;37;31;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;3;13;48;35
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;17;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;3;13;48;35;56;210
56;210;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;17;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;3;13;48;35
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;17;25;16;18;11;43;9;55;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;30;14;60;58;27;36;21;41;23;4;26;3;13;48;35;56;222
56;210;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;17;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;26;3;13;48;35
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;17;3;13;48;35;56;202
56;202;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;61;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;21;41;23;4;17;3;13;48;35
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;21;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35;56;202
56;202;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;21;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35
54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;26;25;16;18;11;43;30;9;42;24;19;59;46;52;7;21;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35;56;210
56;202;54;47;28;62;8;44;12;50;63;2;38;6;15;39;45;31;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;21;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35
54;47;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;21;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35;56;202
56;202;54;47;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;42;24;19;59;46;52;7;21;5;49;20;29;22;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35
54;47;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;19;59;46;52;7;21;5;49;20;29;42;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35;56;202
57;202;54;47;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;19;59;46;52;7;21;5;49;20;29;42;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;35
54;47;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;19;59;46;52;35;21;5;49;20;29;42;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7;57;202
57;202;54;47;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;19;59;46;52;35;21;5;49;20;29;42;34;64;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7
54;64;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;19;59;46;52;35;21;5;49;20;29;42;34;47;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7;57;202
57;202;54;64;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;19;59;46;52;35;21;5;49;20;29;42;34;47;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7
54;64;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7;57;206
57;206;54;64;28;62;8;44;31;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;56;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7;57;206
57;206;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;41;23;4;17;3;13;48;7
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;48;7;57;206
57;206;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;11;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;48;7
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;48;11;57;206
57;206;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;49;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;48;11
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;48;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11;57;210
57;210;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;48;20;29;42;19;47;1;40;57;51;10;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;48;20;29;42;19;47;1;40;57;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11;57;210
57;210;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;48;20;29;42;19;47;1;40;57;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;57;20;29;42;19;47;1;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11;57;222
57;222;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;43;9;30;22;24;34;59;46;52;35;21;5;57;20;29;42;19;47;1;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11
54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;1;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11;57;214
57;214;54;64;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;1;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;13;49;11
54;13;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;1;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;64;49;11;57;214
57;214;54;13;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;18;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;1;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;64;49;11
54;13;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;64;49;11;57;214
57;214;54;13;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;64;49;11
54;13;43;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;46;52;35;21;5;28;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;64;49;11;57;236
57;214;54;13;28;62;8;44;56;50;63;2;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;61;17;23;4;41;3;64;49;11
54;13;28;62;8;44;56;50;63;61;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;2;17;23;4;41;3;64;49;11;57;214
57;214;54;13;28;62;8;44;56;50;63;61;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;46;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;2;17;23;4;41;3;64;49;11
54;13;28;62;8;46;56;50;63;61;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;44;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;2;17;23;4;41;3;64;49;11;57;206
57;206;54;13;28;62;8;46;56;50;63;61;38;6;15;39;45;12;33;32;37;26;25;16;1;7;57;9;30;22;24;34;59;44;52;35;21;5;43;20;29;42;19;47;18;40;48;10;51;53;31;55;14;60;58;27;36;2;17;23;4;41;3;64;49;11
