"X1";"X284";"X59";"X28";"X46";"X10";"X31";"X26";"X19";"X8";"X21";"X38";"X57";"X24";"X22";"X27";"X44";"X6";"X35";"X16";"X29";"X53";"X48";"X12";"X1.1";"X15";"X25";"X42";"X30";"X7";"X5";"X2";"X4";"X47";"X37";"X43";"X51";"X52";"X9";"X41";"X63";"X14";"X33";"X50";"X3";"X60";"X18";"X61";"X23";"X20";"X49";"X11";"X58";"X64";"X55";"X62";"X32";"X17";"X40";"X45";"X39";"X54";"X34";"X36";"X13";"X56"
60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;21;48;11;8;31;30;55;35;26;25;58;202
58;202;60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;21;48;11;8;31;30;55;35;26;25
7;17;22;64;61;60;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;21;48;11;8;31;30;55;35;26;25;58;230
58;202;60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;21;48;11;8;31;30;55;35;26;25
60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;26;48;11;8;31;30;55;35;21;25;58;202
58;202;60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;26;48;11;8;31;30;55;35;21;25
60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;15;62;40;4;56;14;45;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;26;48;11;8;31;30;55;35;21;25;58;218
58;202;60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;58;27;24;59;16;10;41;20;54;42;57;33;50;36;9;43;44;26;48;11;8;31;30;55;35;21;25
60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;8;31;30;55;35;21;25;58;202
58;202;60;17;22;64;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;32;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;8;31;30;55;35;21;25
60;17;22;32;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;8;31;30;55;35;21;25;58;202
58;202;60;17;22;32;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;56;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;8;31;30;55;35;21;25
60;17;22;32;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;56;31;30;55;35;21;25;58;202
59;202;60;17;22;32;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;54;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;19;42;57;33;58;36;9;43;44;26;48;11;56;31;30;55;35;21;25;59;226
59;202;60;17;22;32;61;7;1;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;43;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;61;7;43;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;61;7;43;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;41;20;54;42;57;33;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;61;20;54;42;57;33;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25;59;198
59;198;60;17;22;32;41;7;43;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;53;50;27;24;59;16;10;61;20;54;42;57;33;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;33;50;27;24;59;16;10;61;20;54;42;57;53;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;41;7;43;5;23;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;64;12;46;47;38;6;33;50;27;24;59;16;10;61;20;54;42;57;53;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;5;64;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;24;59;16;10;61;20;54;42;57;53;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;41;7;43;5;64;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;24;59;16;10;61;20;54;42;57;53;58;36;9;1;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;5;64;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;58;36;9;24;44;26;48;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;41;7;43;5;64;39;13;18;3;34;37;29;45;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;58;36;9;24;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;58;36;9;24;44;26;48;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;58;36;9;24;44;26;48;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;48;36;9;24;44;26;58;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;63;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;48;36;9;24;44;26;58;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;21;25;59;202
59;202;60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;35;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;28;21;25;59;206
59;202;60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;10;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;21;25
60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;21;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;10;25;59;202
59;202;60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;21;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;10;25
40;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;60;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;21;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;10;25;59;234
59;202;60;17;22;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;21;61;20;54;42;57;53;48;36;63;24;44;26;58;11;56;31;30;55;35;10;25
60;17;36;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25;59;202
59;202;60;17;36;32;41;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;6;33;50;27;1;59;16;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25
60;17;36;32;6;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;41;33;50;27;1;59;16;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25;59;202
59;202;60;17;36;32;6;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;41;33;50;27;1;59;16;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25
60;17;36;32;6;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25;59;202
59;202;60;17;36;32;6;7;43;45;64;39;13;18;3;34;37;29;5;62;40;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25
60;17;36;32;6;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25;59;198
59;198;60;17;36;32;6;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;21;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;10;25
60;17;36;32;6;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;10;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;21;25;59;198
59;198;60;17;36;32;6;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;14;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;10;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;10;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;21;25;59;196
59;196;60;17;36;32;14;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;23;12;46;47;38;16;33;50;27;1;59;41;10;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;21;25;59;196
59;196;60;17;36;32;14;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;57;53;48;22;63;24;44;26;58;11;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;11;53;48;22;63;24;44;26;58;57;56;31;30;55;35;21;25;59;196
60;196;60;17;36;32;14;7;43;45;64;40;13;18;3;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;11;53;48;22;63;24;44;26;58;57;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;11;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;3;53;48;22;63;24;44;26;58;57;56;31;30;55;35;21;25;60;196
60;196;60;17;36;32;14;7;43;45;64;40;13;18;11;34;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;3;53;48;22;63;24;44;26;58;57;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;11;22;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;3;53;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25;60;200
60;200;60;17;36;32;14;7;43;45;64;40;13;18;11;22;37;29;5;62;39;4;8;6;15;52;51;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;3;53;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;11;22;37;29;51;62;39;4;8;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;3;53;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25;60;224
60;224;60;17;36;32;14;7;43;45;64;40;13;18;11;22;37;29;51;62;39;4;8;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;50;27;23;59;41;10;61;20;54;42;3;53;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25
60;17;36;32;14;7;43;45;64;40;13;18;11;22;37;29;51;62;39;4;8;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25;60;224
60;224;60;17;36;32;14;7;43;45;64;40;13;18;11;22;37;29;51;62;39;4;8;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25
60;8;36;32;14;7;43;45;64;40;13;18;11;22;37;29;51;62;39;4;17;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25;60;224
60;224;60;8;36;32;14;7;43;45;64;40;13;18;11;22;37;29;51;62;39;4;17;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25
60;8;62;32;14;7;43;45;64;40;13;18;11;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25;60;224
60;224;60;8;62;32;14;7;43;45;64;40;13;18;11;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;56;31;30;55;35;21;25
60;8;62;32;14;7;43;45;64;40;13;18;11;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;21;31;30;55;35;56;25;60;224
60;224;60;8;62;32;14;7;43;45;64;40;13;18;11;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;2;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;34;63;24;44;26;58;57;21;31;30;55;35;56;25
60;8;62;32;14;7;43;45;64;40;13;18;11;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;2;63;24;44;26;58;57;21;31;30;55;35;56;25;60;224
60;224;60;8;62;32;14;7;43;45;64;40;13;18;11;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;2;63;24;44;26;58;57;21;31;30;55;35;56;25
60;8;62;32;14;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;2;63;24;11;26;58;57;21;31;30;55;35;56;25;60;224
60;224;60;8;62;32;14;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;17;6;15;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;2;63;24;11;26;58;57;21;31;30;55;35;56;25
60;8;62;32;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;17;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;2;63;24;11;26;58;57;21;31;30;55;35;56;25;60;224
60;224;60;8;62;32;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;17;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;41;10;61;20;54;42;3;50;48;2;63;24;11;26;58;57;21;31;30;55;35;56;25
60;8;62;32;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;41;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;17;10;61;20;54;42;3;50;48;2;63;24;11;26;58;57;21;31;30;55;35;56;25;60;224
60;224;60;8;62;32;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;41;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;17;10;61;20;54;42;3;50;48;2;63;24;11;26;58;57;21;31;30;55;35;56;25
60;8;62;32;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;21;31;30;55;35;56;25;60;224
60;224;60;8;62;32;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;53;27;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;21;31;30;55;35;56;25
60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;27;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;21;31;30;55;35;56;25;60;228
60;228;60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;27;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;21;31;30;55;35;56;25
60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25;60;222
60;222;60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25
60;21;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;8;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25;60;240
60;222;60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;24;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;20;54;42;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25
60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;42;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25;60;222
60;222;60;8;62;53;15;7;43;45;64;40;13;18;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;42;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25
60;8;62;53;15;7;43;45;42;40;13;18;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25;60;222
60;222;60;8;62;53;15;7;43;45;42;40;13;18;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;2;63;41;11;26;58;57;27;31;30;55;35;56;25
60;8;62;53;15;7;43;45;42;40;13;18;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;27;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;2;63;41;11;26;58;57;28;31;30;55;35;56;25;60;222
60;222;60;8;62;53;15;7;43;45;42;40;13;18;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;27;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;2;63;41;11;26;58;57;28;31;30;55;35;56;25
60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;27;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;28;31;30;55;35;56;25;60;222
60;222;60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;29;51;36;39;4;20;6;14;52;5;9;49;19;34;27;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;28;31;30;55;35;56;25
60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;20;6;14;52;5;9;49;19;34;27;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;28;31;30;29;35;56;25;60;222
61;222;60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;20;6;14;52;5;9;49;19;34;27;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;28;31;30;29;35;56;25
60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;20;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25;61;222
61;222;60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;20;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;23;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25
60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25;61;222
61;222;60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;49;19;34;28;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25
60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;28;19;34;49;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25;61;230
61;230;60;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;28;19;34;49;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25
28;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;60;19;34;49;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25;61;238
61;238;28;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;60;19;34;49;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25
28;8;62;53;15;7;43;45;42;40;52;2;44;22;37;55;51;36;39;4;23;6;14;13;5;9;60;19;34;49;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25;61;242
61;238;28;8;62;53;15;7;43;45;42;40;13;2;44;22;37;55;51;36;39;4;23;6;14;52;5;9;60;19;34;49;1;12;46;47;38;16;33;32;21;20;59;17;10;61;24;54;64;3;50;48;18;63;41;11;26;58;57;27;31;30;29;35;56;25
