"X1";"X290";"X25";"X41";"X17";"X9";"X43";"X1.1";"X10";"X50";"X35";"X46";"X56";"X3";"X36";"X29";"X60";"X47";"X62";"X33";"X39";"X42";"X14";"X34";"X31";"X44";"X7";"X13";"X19";"X52";"X27";"X37";"X61";"X57";"X49";"X63";"X24";"X58";"X23";"X8";"X48";"X45";"X26";"X4";"X38";"X18";"X32";"X54";"X51";"X5";"X40";"X2";"X15";"X22";"X6";"X30";"X12";"X16";"X20";"X11";"X59";"X28";"X21";"X53";"X64";"X55"
55;268;17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;9;53;21;61;14;35;18;59;39;12;2;36;15;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;40;31;62;43;42;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44
17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;9;53;21;61;62;35;18;59;39;12;2;36;15;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;40;31;14;43;42;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44;55;276
55;276;17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;9;53;21;61;62;35;18;59;39;12;2;36;15;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;40;31;14;43;42;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44
17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;9;53;21;61;62;35;18;59;39;12;2;36;15;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;42;31;14;43;40;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44;55;264
55;264;17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;9;53;21;61;62;35;18;59;39;12;2;36;15;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;42;31;14;43;40;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44
17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;15;53;21;61;62;35;18;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;42;31;14;43;40;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44;55;272
55;272;17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;15;53;21;61;62;35;18;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;34;10;45;42;31;14;43;40;20;46;63;1;38;25;55;16;7;23;33;32;26;27;50;44
17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;15;53;21;61;62;35;18;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;25;34;16;7;23;33;32;26;27;50;44;55;272
55;272;17;19;6;49;3;48;28;13;8;52;60;29;56;57;58;15;53;21;61;62;35;18;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;25;34;16;7;23;33;32;26;27;50;44
17;19;6;49;3;48;28;13;8;52;60;18;56;57;58;15;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;25;34;16;7;23;33;32;26;27;50;44;55;270
55;270;17;19;6;49;3;48;28;13;8;52;60;18;56;57;58;15;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;25;34;16;7;23;33;32;26;27;50;44
17;19;6;49;3;48;28;13;8;52;60;18;56;57;58;25;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44;55;270
55;270;17;19;6;49;3;48;28;13;8;52;60;18;56;57;58;25;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;30;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44
17;19;6;30;3;48;28;13;8;52;60;18;56;57;58;25;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44;55;270
55;270;17;19;6;30;3;48;28;13;8;52;60;18;56;57;58;25;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44
17;19;6;30;3;48;28;13;8;52;60;18;56;57;11;25;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;58;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44;55;294
55;270;17;19;6;30;3;48;28;13;8;52;60;18;56;57;58;25;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44
17;19;6;30;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44;55;270
56;270;17;19;6;30;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;50;44
17;19;6;30;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;270
56;270;17;19;6;30;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;4;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;6;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;30;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;250
56;250;17;19;6;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;29;59;39;12;2;36;9;51;24;41;64;11;37;5;49;30;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;6;59;39;12;2;36;9;51;24;41;64;11;37;5;49;30;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;258
56;258;17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;6;59;39;12;2;36;9;51;24;41;64;11;37;5;49;30;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;6;59;39;12;2;36;9;51;24;41;64;11;37;5;49;1;22;47;54;55;10;45;42;31;14;43;40;20;46;63;30;38;15;34;16;7;23;33;32;26;27;44;50;56;278
56;258;17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;6;59;39;12;2;36;9;51;24;41;64;11;37;5;49;30;22;47;54;55;10;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;6;59;39;12;2;36;9;51;24;41;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;258
56;258;17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;6;59;39;12;2;36;9;51;24;41;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;20;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;20;59;39;12;2;36;9;51;24;41;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;256
56;256;17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;20;59;39;12;2;36;9;51;24;41;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;256
56;256;17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;5;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;61;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;282
56;256;17;19;29;4;3;48;28;13;8;52;60;18;25;57;58;56;53;21;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;29;4;3;48;28;13;8;52;56;18;25;57;58;60;53;21;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;264
56;264;17;19;29;4;3;48;28;13;8;52;56;18;25;57;58;60;53;21;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;28;13;8;52;56;18;25;57;58;60;53;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;262
56;262;17;19;21;4;3;48;28;13;8;52;56;18;25;57;58;60;53;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;53;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;262
56;262;17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;53;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;18;25;57;10;60;53;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;58;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50;56;274
56;262;17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;53;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;1;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;1;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;53;38;15;34;16;7;23;33;32;26;27;44;50;56;270
56;270;17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;1;29;61;62;35;20;59;39;12;41;36;9;51;24;2;64;11;10;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;53;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;53;38;15;34;16;7;23;33;32;26;27;44;50;56;264
56;264;17;19;21;4;3;48;56;13;8;52;28;18;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;49;30;22;47;54;55;37;45;42;31;14;43;40;6;46;63;53;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;49;30;22;47;54;18;37;45;42;31;14;43;40;6;46;63;53;38;15;34;16;7;23;33;32;26;27;44;50;56;264
56;264;17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;49;30;22;47;54;18;37;45;42;31;14;43;40;6;46;63;53;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;53;30;22;47;54;18;37;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50;56;264
56;264;17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;53;30;22;47;54;18;37;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;42;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;53;30;22;47;54;18;37;45;55;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50;56;284
56;264;17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;11;62;5;53;30;22;47;54;18;37;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;37;62;5;53;30;22;47;54;18;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50;56;260
56;260;17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;37;62;5;53;30;22;47;54;18;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50;56;268
56;268;17;19;21;4;3;48;56;13;8;52;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;44;50
17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;52;50;56;252
57;252;17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;10;35;20;59;39;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;7;23;33;32;26;27;52;50
17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;10;35;20;59;7;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;39;23;33;32;26;27;52;50;57;252
57;252;17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;10;35;20;59;7;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;11;45;42;31;14;43;40;6;46;63;49;38;15;34;16;39;23;33;32;26;27;52;50
17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;7;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;10;45;42;31;14;43;40;6;46;63;49;38;15;34;16;39;23;33;32;26;27;52;50;57;252
57;252;17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;7;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;10;45;42;31;14;43;40;6;46;63;49;38;15;34;16;39;23;33;32;26;27;52;50
17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;7;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;10;45;42;31;14;16;40;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;252
57;252;17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;7;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;10;45;42;31;14;16;40;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;252
57;252;17;19;21;4;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;53;18;22;47;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;53;18;22;4;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;240
57;240;17;19;21;47;3;48;56;13;8;44;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;53;18;22;4;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;44;18;22;4;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;256
57;256;17;19;21;47;3;48;56;13;8;53;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;44;18;22;4;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;44;18;22;4;54;30;10;45;52;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;42;50;57;272
57;256;17;19;21;47;3;48;56;13;8;53;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;62;5;44;18;22;4;54;30;10;45;42;31;14;16;7;6;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;256
57;256;17;19;21;47;3;48;56;13;8;53;28;55;25;57;58;60;1;29;61;11;35;20;59;40;12;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;11;35;20;59;40;28;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;256
57;256;17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;11;35;20;59;40;28;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;11;35;20;40;59;28;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50;57;256
57;256;17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;11;35;20;40;59;28;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;15;34;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;11;35;20;40;59;28;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;23;33;32;26;27;52;50;57;256
57;256;17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;11;35;20;40;59;28;41;36;9;51;24;2;64;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;23;33;32;26;27;52;50;57;244
57;244;17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;23;33;32;26;27;52;50
17;19;21;47;3;48;56;13;8;53;12;1;25;57;58;60;55;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;23;33;32;26;27;52;50;57;252
57;244;17;19;21;47;3;48;56;13;8;53;12;55;25;57;58;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;23;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;53;12;55;25;57;58;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;244
57;244;17;19;21;47;23;48;56;13;8;53;12;55;25;57;58;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;58;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;246
57;246;17;19;21;47;23;48;56;13;8;58;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;51;24;2;11;37;6;5;44;18;22;4;54;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;58;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;2;11;37;6;5;44;18;22;4;51;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;246
57;246;17;19;21;47;23;48;56;13;8;58;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;2;11;37;6;5;44;18;22;4;51;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;58;12;18;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;2;11;37;6;5;44;55;22;4;51;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;254
57;246;17;19;21;47;23;48;56;13;8;58;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;2;11;37;6;5;44;18;22;4;51;30;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;30;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;2;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;246
57;246;17;19;21;47;23;48;56;13;8;30;12;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;2;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;30;2;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;12;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;238
57;238;17;19;21;47;23;48;56;13;8;30;2;55;25;57;53;60;1;29;61;64;35;20;40;59;28;41;36;9;54;24;12;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;8;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;41;36;9;54;59;12;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;57;238
58;238;17;19;21;47;23;48;56;13;8;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;41;36;9;54;59;12;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;23;48;56;13;41;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;8;36;9;54;59;12;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;58;238
58;238;17;19;21;47;23;48;56;13;41;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;8;36;9;54;59;12;11;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;11;48;56;13;41;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;8;36;9;54;59;12;23;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;58;244
58;244;17;19;21;47;11;48;56;13;41;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;8;36;9;54;59;12;23;37;6;5;44;18;22;4;51;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50
17;19;21;47;11;48;56;13;41;30;2;55;25;57;53;60;1;29;61;64;35;20;40;24;28;8;36;51;54;59;12;23;37;6;5;44;18;22;4;9;58;10;45;42;31;14;16;7;62;46;63;49;38;34;15;43;39;3;33;32;26;27;52;50;58;236
